,StateName,LocationName,StoreName,Quarter,Revenue,Profit
130,California,Los Angeles,Park Market,Q3/2015,540361.21,155510.84000000003
131,California,Los Angeles,Park Market,Q4/2015,375157.45,88696.83
132,California,Los Angeles,Bayview Thriftway,Q1/2013,448945.75,98738.07999999999
133,California,Los Angeles,Bayview Thriftway,Q2/2013,350588.41000000003,59991.119999999995
134,California,Los Angeles,Bayview Thriftway,Q3/2013,639849.99,140080.77000000002
135,California,Los Angeles,Bayview Thriftway,Q4/2013,442253.36,94065.39
136,California,Los Angeles,Bayview Thriftway,Q1/2014,351224.02,81585.76
137,California,Los Angeles,Bayview Thriftway,Q2/2014,280623.18,73030.42
138,California,Los Angeles,Bayview Thriftway,Q3/2014,337623.42,67056.03
139,California,Los Angeles,Bayview Thriftway,Q4/2014,493788.93000000005,125769.72
140,California,Los Angeles,Bayview Thriftway,Q1/2015,237878.57,79030.59999999999
141,California,Los Angeles,Bayview Thriftway,Q2/2015,527445.3400000001,149003.72999999998
142,California,Los Angeles,Bayview Thriftway,Q3/2015,365542.43,117346.73999999999
143,California,Los Angeles,Bayview Thriftway,Q4/2015,465174.66000000003,116049.81
144,California,Los Angeles,Crossy,Q1/2013,776536.5,191363.47
145,California,Los Angeles,Crossy,Q2/2013,346722.2,94242.42
146,California,Los Angeles,Crossy,Q3/2013,683197.4500000001,162293.51
147,California,Los Angeles,Crossy,Q4/2013,761815.8500000001,158227.14
148,California,Los Angeles,Crossy,Q1/2014,122001.57,36893.45
149,California,Los Angeles,Crossy,Q2/2014,450833.19000000006,92866.01
150,California,Los Angeles,Crossy,Q3/2014,460897.7899999999,126610.68
151,California,Los Angeles,Crossy,Q4/2014,487502.28,113834.74
152,California,Los Angeles,Crossy,Q1/2015,601644.1699999999,135877.03
153,California,Los Angeles,Crossy,Q2/2015,194347.25,56370.1
154,California,Los Angeles,Crossy,Q3/2015,917111.03,210432.27999999997
155,California,Los Angeles,Crossy,Q4/2015,408266.17000000004,104281.98000000001
156,California,San Jose,Johnson Store,Q1/2013,599722.31,149361.51
157,California,San Jose,Johnson Store,Q2/2013,471336.02,112044.41
158,California,San Jose,Johnson Store,Q3/2013,215327.65000000002,57973.100000000006
159,California,San Jose,Johnson Store,Q4/2013,204357.15,56497.8
160,California,San Jose,Johnson Store,Q1/2014,98390.97,24256.91
161,California,San Jose,Johnson Store,Q2/2014,748704.45,177830.63
162,California,San Jose,Johnson Store,Q3/2014,720746.24,196757.11000000002
163,California,San Jose,Johnson Store,Q4/2014,410526.6,123707.55
164,California,San Jose,Johnson Store,Q1/2015,1013977.0,228100.21
165,California,San Jose,Johnson Store,Q2/2015,719187.1100000001,159896.35
166,California,San Jose,Johnson Store,Q3/2015,483588.99,89633.45999999999
167,California,San Jose,Johnson Store,Q4/2015,744772.53,178260.65999999997
168,California,San Jose,Hooli,Q1/2013,261583.19,59653.009999999995
169,California,San Jose,Hooli,Q2/2013,179652.58,51169.91
170,California,San Jose,Hooli,Q3/2013,192980.38,45731.11
171,California,San Jose,Hooli,Q4/2013,433804.43,90823.75
172,California,San Jose,Hooli,Q1/2014,405863.25,84534.75
173,California,San Jose,Hooli,Q2/2014,476732.57,112118.69
174,California,San Jose,Hooli,Q3/2014,350895.65,77013.69
175,California,San Jose,Hooli,Q4/2014,588789.86,151838.23
176,California,San Jose,Hooli,Q1/2015,501607.5399999999,127880.84000000001
177,California,San Jose,Hooli,Q2/2015,752600.92,195896.11
178,California,San Jose,Hooli,Q3/2015,649818.61,167571.1
179,California,San Jose,Hooli,Q4/2015,608434.79,164320.73
180,California,San Jose,Renfrew,Q1/2013,253264.66,71385.61
181,California,San Jose,Renfrew,Q2/2013,381248.1999999999,91197.87999999999
182,California,San Jose,Renfrew,Q3/2013,263454.01,63504.15
183,California,San Jose,Renfrew,Q4/2013,260334.62,68732.61
184,California,San Jose,Renfrew,Q1/2014,575643.12,106947.68
185,California,San Jose,Renfrew,Q2/2014,574233.1,133453.7
186,California,San Jose,Renfrew,Q3/2014,203990.06999999998,45891.490000000005
187,California,San Jose,Renfrew,Q4/2014,198572.07,54720.33
188,California,San Jose,Renfrew,Q1/2015,1000464.1799999999,236263.53
189,California,San Jose,Renfrew,Q2/2015,452384.80000000005,121486.47999999998
190,California,San Jose,Renfrew,Q3/2015,183773.76,51965.75
191,California,San Jose,Renfrew,Q4/2015,289899.65,70710.97
192,California,San Jose,Roys Inc,Q1/2013,239434.3,59528.89
193,California,San Jose,Roys Inc,Q2/2013,378031.0,82068.14
194,California,San Jose,Roys Inc,Q3/2013,813841.16,170162.36
195,California,San Jose,Roys Inc,Q4/2013,233473.14,59715.48
196,California,San Jose,Roys Inc,Q1/2014,272504.52,55710.3
197,California,San Jose,Roys Inc,Q2/2014,74509.79999999999,20848.53
198,California,San Jose,Roys Inc,Q3/2014,204916.69999999998,48523.25
199,California,San Jose,Roys Inc,Q4/2014,155277.46999999997,40944.09
200,California,San Jose,Roys Inc,Q1/2015,601660.01,150753.67
201,California,San Jose,Roys Inc,Q2/2015,1133668.02,274415.67
202,California,San Jose,Roys Inc,Q3/2015,518014.51,106423.28
203,California,San Jose,Roys Inc,Q4/2015,679296.71,180599.13999999998
204,California,San Jose,Commercial Corner Store,Q1/2013,229455.18000000002,50241.899999999994
205,California,San Jose,Commercial Corner Store,Q2/2013,379975.15,75627.17000000001
206,California,San Jose,Commercial Corner Store,Q3/2013,113988.69999999998,28878.739999999998
207,California,San Jose,Commercial Corner Store,Q4/2013,234886.66999999998,61331.420000000006
208,California,San Jose,Commercial Corner Store,Q1/2014,212265.39,47841.37
209,California,San Jose,Commercial Corner Store,Q2/2014,93585.86,24106.54
210,California,San Jose,Commercial Corner Store,Q3/2014,190990.25999999998,45762.0
211,California,San Jose,Commercial Corner Store,Q4/2014,203785.52000000002,60013.65
212,California,San Jose,Commercial Corner Store,Q1/2015,243218.26,64726.71
213,California,San Jose,Commercial Corner Store,Q2/2015,234239.32,60728.58
214,California,San Jose,Commercial Corner Store,Q3/2015,488838.78,103760.69
215,California,San Jose,Commercial Corner Store,Q4/2015,422377.27999999997,108681.15
216,California,Los Angeles,Traders Joe,Q1/2013,718413.94,163600.42
217,California,Los Angeles,Traders Joe,Q2/2013,439884.61000000004,92793.44
218,California,Los Angeles,Traders Joe,Q3/2013,271667.87,72652.49
219,California,Los Angeles,Traders Joe,Q4/2013,60577.27,18207.77
220,California,Los Angeles,Traders Joe,Q1/2014,151856.78999999998,34636.48
221,California,Los Angeles,Traders Joe,Q2/2014,228903.4,40457.48
222,California,Los Angeles,Traders Joe,Q3/2014,461250.16000000003,120868.45999999999
223,California,Los Angeles,Traders Joe,Q4/2014,384230.26,89082.79000000001
224,California,Los Angeles,Traders Joe,Q1/2015,474672.2,116012.35999999999
225,California,Los Angeles,Traders Joe,Q2/2015,499117.45,113071.31000000001
226,California,Los Angeles,Traders Joe,Q3/2015,540361.21,163556.74
227,California,Los Angeles,Traders Joe,Q4/2015,375157.45,88358.32
228,California,Los Angeles,United Supermarket,Q1/2013,448945.75,106535.73000000001
229,California,Los Angeles,United Supermarket,Q2/2013,350588.41000000003,74531.32
230,California,Los Angeles,United Supermarket,Q3/2013,639849.99,130020.52
231,California,Los Angeles,United Supermarket,Q4/2013,442253.36,114331.18
232,California,Los Angeles,United Supermarket,Q1/2014,351224.02,81629.11
233,California,Los Angeles,United Supermarket,Q2/2014,280623.18,69643.04000000001
234,California,Los Angeles,United Supermarket,Q3/2014,337623.42,76608.66
235,California,Los Angeles,United Supermarket,Q4/2014,493788.93000000005,133506.01
236,California,Los Angeles,United Supermarket,Q1/2015,237878.57,85227.04000000001
237,California,Los Angeles,United Supermarket,Q2/2015,527445.3400000001,131530.8
238,California,Los Angeles,United Supermarket,Q3/2015,365542.43,105273.97
239,California,Los Angeles,United Supermarket,Q4/2015,465174.66000000003,113283.33
240,California,Los Angeles,Inter Mart,Q1/2013,776536.5,158346.9
241,California,Los Angeles,Inter Mart,Q2/2013,346722.2,78559.08
242,California,Los Angeles,Inter Mart,Q3/2013,683197.4500000001,160824.35
243,California,Los Angeles,Inter Mart,Q4/2013,761815.8500000001,152950.2
244,California,Los Angeles,Inter Mart,Q1/2014,122001.57,39815.44
245,California,Los Angeles,Inter Mart,Q2/2014,450833.19000000006,87331.95999999999
246,California,Los Angeles,Inter Mart,Q3/2014,460897.7899999999,124550.48000000001
247,California,Los Angeles,Inter Mart,Q4/2014,487502.28,128997.15
248,California,Los Angeles,Inter Mart,Q1/2015,601644.1699999999,136693.52
249,California,Los Angeles,Inter Mart,Q2/2015,194347.25,53656.700000000004
250,California,Los Angeles,Inter Mart,Q3/2015,917111.03,229358.57
251,California,Los Angeles,Inter Mart,Q4/2015,408266.17000000004,100630.98
252,California,Los Angeles,Hudsons,Q1/2013,599722.31,131305.57
253,California,Los Angeles,Hudsons,Q2/2013,471336.02,113641.79
254,California,Los Angeles,Hudsons,Q3/2013,215327.65000000002,56059.72
255,California,Los Angeles,Hudsons,Q4/2013,204357.15,53662.06
256,California,Los Angeles,Hudsons,Q1/2014,98390.97,24884.370000000003
257,California,Los Angeles,Hudsons,Q2/2014,748704.45,175513.14
258,California,Los Angeles,Hudsons,Q3/2014,720746.24,173908.60000000003
259,California,Los Angeles,Hudsons,Q4/2014,410526.6,107381.6
260,California,Los Angeles,Hudsons,Q1/2015,1013977.0,216366.41999999998
261,California,Los Angeles,Hudsons,Q2/2015,719187.1100000001,151854.71
262,California,Los Angeles,Hudsons,Q3/2015,483588.99,87941.16
263,California,Los Angeles,Hudsons,Q4/2015,744772.53,180349.00000000003
264,California,Oakland,Night Stop ,Q1/2013,261583.19,60945.97
265,California,Oakland,Night Stop ,Q2/2013,179652.58,48015.07
266,California,Oakland,Night Stop ,Q3/2013,192980.38,40878.63
267,California,Oakland,Night Stop ,Q4/2013,433804.43,92809.73999999999
268,California,Oakland,Night Stop ,Q1/2014,405863.25,88821.12000000001
269,California,Oakland,Night Stop ,Q2/2014,476732.57,91812.49
270,California,Oakland,Night Stop ,Q3/2014,350895.65,76143.46
271,California,Oakland,Night Stop ,Q4/2014,588789.86,151435.41
272,California,Oakland,Night Stop ,Q1/2015,501607.5399999999,122104.89
273,California,Oakland,Night Stop ,Q2/2015,752600.92,204099.84000000003
274,California,Oakland,Night Stop ,Q3/2015,649818.61,164416.18
275,California,Oakland,Night Stop ,Q4/2015,608434.79,148269.83000000002
276,California,Santa Barbara,Crown Groceries,Q1/2013,253264.66,72271.34
277,California,Santa Barbara,Crown Groceries,Q2/2013,381248.1999999999,80882.5
278,California,Santa Barbara,Crown Groceries,Q3/2013,263454.01,66482.43
279,California,Santa Barbara,Crown Groceries,Q4/2013,260334.62,63739.03
280,California,Santa Barbara,Crown Groceries,Q1/2014,575643.12,114991.53
281,California,Santa Barbara,Crown Groceries,Q2/2014,574233.1,115914.37
282,California,Santa Barbara,Crown Groceries,Q3/2014,203990.06999999998,50124.95
283,California,Santa Barbara,Crown Groceries,Q4/2014,198572.07,54301.97
284,California,Santa Barbara,Crown Groceries,Q1/2015,1000464.1799999999,253054.25999999998
285,California,Santa Barbara,Crown Groceries,Q2/2015,452384.80000000005,123605.45999999999
286,California,Santa Barbara,Crown Groceries,Q3/2015,183773.76,53161.9
287,California,Santa Barbara,Crown Groceries,Q4/2015,289899.65,79791.15
288,California,Santa Barbara,Lotte Mart,Q1/2013,239434.3,60720.78999999999
289,California,Santa Barbara,Lotte Mart,Q2/2013,378031.0,73160.54000000001
290,California,Santa Barbara,Lotte Mart,Q3/2013,813841.16,157265.08000000002
291,California,Santa Barbara,Lotte Mart,Q4/2013,233473.14,62596.71000000001
292,California,Santa Barbara,Lotte Mart,Q1/2014,272504.52,57376.78
293,California,Santa Barbara,Lotte Mart,Q2/2014,74509.79999999999,21331.63
294,California,Santa Barbara,Lotte Mart,Q3/2014,204916.69999999998,49875.87000000001
295,California,Santa Barbara,Lotte Mart,Q4/2014,155277.46999999997,40194.310000000005
296,California,Santa Barbara,Lotte Mart,Q1/2015,601660.01,147695.58
297,California,Santa Barbara,Lotte Mart,Q2/2015,1133668.02,229187.99
298,California,Santa Barbara,Lotte Mart,Q3/2015,518014.51,105499.37
299,California,Santa Barbara,Lotte Mart,Q4/2015,679296.71,170914.12
300,California,Santa Barbara,Harps Supermart,Q1/2013,229455.18000000002,52289.9
301,California,Santa Barbara,Harps Supermart,Q2/2013,379975.15,67313.5
302,California,Santa Barbara,Harps Supermart,Q3/2013,113988.69999999998,28693.519999999997
303,California,Santa Barbara,Harps Supermart,Q4/2013,234886.66999999998,56952.19
304,California,Santa Barbara,Harps Supermart,Q1/2014,212265.39,49258.69
305,California,Santa Barbara,Harps Supermart,Q2/2014,93585.86,24251.28
306,California,Santa Barbara,Harps Supermart,Q3/2014,190990.25999999998,47055.049999999996
307,California,Santa Barbara,Harps Supermart,Q4/2014,203785.52000000002,54506.81
308,California,Santa Barbara,Harps Supermart,Q1/2015,243218.26,63743.47
309,California,Santa Barbara,Harps Supermart,Q2/2015,234239.32,52295.07
310,California,Santa Barbara,Harps Supermart,Q3/2015,488838.78,103118.64000000001
311,California,Santa Barbara,Harps Supermart,Q4/2015,422377.27999999997,120759.3
312,California,Santa Barbara,Island Mini-Mart,Q1/2013,718413.94,195687.45
313,California,Santa Barbara,Island Mini-Mart,Q2/2013,439884.61000000004,118127.15999999999
314,California,Santa Barbara,Island Mini-Mart,Q3/2013,271667.87,61125.82
315,California,Santa Barbara,Island Mini-Mart,Q4/2013,60577.27,17521.96
316,California,Santa Barbara,Island Mini-Mart,Q1/2014,151856.78999999998,31862.02
317,California,Santa Barbara,Island Mini-Mart,Q2/2014,228903.4,49818.17
318,California,Santa Barbara,Island Mini-Mart,Q3/2014,461250.16000000003,116038.81999999999
319,California,Santa Barbara,Island Mini-Mart,Q4/2014,384230.26,95359.76000000001
320,California,Santa Barbara,Island Mini-Mart,Q1/2015,474672.2,116254.99
321,California,Santa Barbara,Island Mini-Mart,Q2/2015,499117.45,116809.70000000001
322,California,Santa Barbara,Island Mini-Mart,Q3/2015,540361.21,148855.49
323,California,Santa Barbara,Island Mini-Mart,Q4/2015,375157.451892,89149.76000000001
324,California,Santa Barbara,Hillcrest,Q1/2013,448945.75,107946.7
325,California,Santa Barbara,Hillcrest,Q2/2013,350588.41000000003,59444.22
326,California,Santa Barbara,Hillcrest,Q3/2013,639849.99,148159.46
327,California,Santa Barbara,Hillcrest,Q4/2013,442253.36,101120.98000000001
328,California,Santa Barbara,Hillcrest,Q1/2014,351224.02,82801.35
329,California,Santa Barbara,Hillcrest,Q2/2014,280623.18,80836.65
330,California,Santa Barbara,Hillcrest,Q3/2014,337623.42,75687.67
331,California,Santa Barbara,Hillcrest,Q4/2014,493788.93000000005,115705.89
332,California,Santa Barbara,Hillcrest,Q1/2015,237878.57,84181.43
333,California,Santa Barbara,Hillcrest,Q2/2015,527445.3400000001,123973.78999999998
334,California,Santa Barbara,Hillcrest,Q3/2015,365542.43,117023.91
335,California,Santa Barbara,Hillcrest,Q4/2015,465174.66000000003,112382.34
336,California,Santa Barbara,Duhlers Plaza,Q1/2013,776536.5,168816.33000000002
337,California,Santa Barbara,Duhlers Plaza,Q2/2013,346722.2,78519.75
338,California,Santa Barbara,Duhlers Plaza,Q3/2013,683197.4500000001,145373.84
339,California,Santa Barbara,Duhlers Plaza,Q4/2013,761815.8500000001,161147.87
340,California,Santa Barbara,Duhlers Plaza,Q1/2014,122001.57,38174.07000000001
341,California,Santa Barbara,Duhlers Plaza,Q2/2014,450833.19000000006,98187.73
342,California,Santa Barbara,Duhlers Plaza,Q3/2014,460897.7899999999,120702.37
343,California,Santa Barbara,Duhlers Plaza,Q4/2014,487502.28,112220.14
344,California,Santa Barbara,Duhlers Plaza,Q1/2015,601644.1699999999,146457.58000000002
345,California,Santa Barbara,Duhlers Plaza,Q2/2015,194347.25,55935.420000000006
346,California,Santa Barbara,Duhlers Plaza,Q3/2015,917111.03,225929.7
347,California,Santa Barbara,Duhlers Plaza,Q4/2015,408266.17000000004,111750.66999999998
348,California,Beverly Hills,Mary Lee Gilster Inc,Q1/2013,599722.31,129166.62999999999
349,California,Beverly Hills,Mary Lee Gilster Inc,Q2/2013,471336.02,118423.41
350,California,Beverly Hills,Mary Lee Gilster Inc,Q3/2013,215327.65000000002,57904.520000000004
351,California,Beverly Hills,Mary Lee Gilster Inc,Q4/2013,204357.15,54720.58
352,California,Beverly Hills,Mary Lee Gilster Inc,Q1/2014,98390.97,26365.36
353,California,Beverly Hills,Mary Lee Gilster Inc,Q2/2014,748704.45,154571.38999999998
354,California,Beverly Hills,Mary Lee Gilster Inc,Q3/2014,720746.24,186488.2
355,California,Beverly Hills,Mary Lee Gilster Inc,Q4/2014,410526.6,111847.06
356,California,Beverly Hills,Mary Lee Gilster Inc,Q1/2015,1013977.0,219511.21000000002
357,California,Beverly Hills,Mary Lee Gilster Inc,Q2/2015,719187.1100000001,158964.84
358,California,Beverly Hills,Mary Lee Gilster Inc,Q3/2015,483588.99,75827.23000000001
359,California,Beverly Hills,Mary Lee Gilster Inc,Q4/2015,744772.53,171318.84999999998
360,California,Beverly Hills,Old Riverton Corner Store,Q1/2013,261583.19,62003.590000000004
361,California,Beverly Hills,Old Riverton Corner Store,Q2/2013,179652.58,44897.89
362,California,Beverly Hills,Old Riverton Corner Store,Q3/2013,192980.38,42364.29
363,California,Beverly Hills,Old Riverton Corner Store,Q4/2013,433804.43,96803.38
364,California,Beverly Hills,Old Riverton Corner Store,Q1/2014,405863.25,88685.65
365,California,Beverly Hills,Old Riverton Corner Store,Q2/2014,476732.57,99715.55
366,California,Beverly Hills,Old Riverton Corner Store,Q3/2014,350895.65,80173.74
367,California,Beverly Hills,Old Riverton Corner Store,Q4/2014,588789.86,135143.81
368,California,Beverly Hills,Old Riverton Corner Store,Q1/2015,501607.5399999999,126375.65000000001
369,California,Beverly Hills,Old Riverton Corner Store,Q2/2015,752600.92,205457.63
370,California,Beverly Hills,Old Riverton Corner Store,Q3/2015,649818.61,161189.94
371,California,Beverly Hills,Old Riverton Corner Store,Q4/2015,608434.79,152616.01
372,California,Los Angeles,Rosauers Food & Drug Center,Q1/2013,253264.66,77280.22
373,California,Los Angeles,Rosauers Food & Drug Center,Q2/2013,381248.1999999999,102733.79999999999
374,California,Los Angeles,Rosauers Food & Drug Center,Q3/2013,263454.01,59645.840000000004
375,California,Los Angeles,Rosauers Food & Drug Center,Q4/2013,260334.62,63398.450000000004
